Well_ID,Well,CV:595,OD595
BLK,A1,0.195,0.001
BLK,B1,0.199,0.005
BLK,C1,0.189,-0.005
BLK,D1,0.184,-0.01
BLK,E1,0.186,-0.007
BLK,F1,0.204,0.011
BLK,G1,0.189,-0.004
BLK,H1,0.192,-0.001
BLK,A2,0.182,-0.011
BLK,B2,0.232,0.039
BLK,C2,0.188,-0.005
BLK,D2,0.189,-0.005
BLK,E2,0.184,-0.01
BLK,F2,0.204,0.011
BLK,G2,0.186,-0.007
BLK,H2,0.191,-0.002
SPL1,E3,2.398,2.205
SPL1,E4,2.541,2.347
SPL1,E5,2.442,2.249
SPL1,E6,2.52,2.327
SPL1,E7,2.55,2.357
SPL2,E8,1.901,1.707
SPL2,E9,1.952,1.758
SPL2,E10,1.868,1.675
SPL2,E11,1.91,1.716
SPL2,E12,1.729,1.536
SPL3,F3,0.796,0.603
SPL3,F4,0.837,0.644
SPL3,F5,0.857,0.663
SPL3,F6,0.792,0.599
SPL3,F7,0.888,0.695
SPL4,F8,2.458,2.264
SPL4,F9,2.291,2.098
SPL4,F10,2.304,2.111
SPL4,F11,2.277,2.084
SPL4,F12,2.302,2.109
SPL5,G3,0.184,-0.009
SPL5,G4,0.183,-0.01
SPL5,G5,0.182,-0.011
SPL5,G6,0.176,-0.017
SPL5,G7,0.188,-0.005
SPL6,G8,0.211,0.017
SPL6,G9,0.202,0.009
SPL6,G10,0.197,0.004
SPL6,G11,0.188,-0.005
SPL6,G12,0.21,0.017
SPL7,H3,0.175,-0.019
SPL7,H4,0.205,0.012
SPL7,H5,0.174,-0.019
SPL7,H6,0.171,-0.023
SPL7,H7,0.182,-0.011
SPL8,H8,0.224,0.03
SPL8,H9,0.175,-0.018
SPL8,H10,0.189,-0.005
SPL8,H11,0.193,0
SPL8,H12,0.196,0.003
SPLC1,A3,0.434,0.24
SPLC1,A4,0.543,0.349
SPLC1,A5,0.474,0.281
SPLC1,A6,0.442,0.249
SPLC1,A7,0.482,0.289
SPLC2,A8,0.639,0.445
SPLC2,A9,0.536,0.343
SPLC2,A10,0.485,0.291
SPLC2,A11,0.578,0.384
SPLC2,A12,0.523,0.33
SPLC3,B3,0.444,0.25
SPLC3,B4,0.388,0.194
SPLC3,B5,0.324,0.131
SPLC3,B6,0.296,0.103
SPLC3,B7,0.343,0.15
SPLC4,B8,0.361,0.168
SPLC4,B9,0.522,0.329
SPLC4,B10,0.449,0.256
SPLC4,B11,0.497,0.303
SPLC4,B12,0.44,0.247
SPLC5,C3,0.183,-0.01
SPLC5,C4,0.179,-0.015
SPLC5,C5,0.194,0.001
SPLC5,C6,0.184,-0.009
SPLC5,C7,0.199,0.005
SPLC6,C8,0.186,-0.007
SPLC6,C9,0.194,0
SPLC6,C10,0.196,0.003
SPLC6,C11,0.186,-0.007
SPLC6,C12,0.188,-0.006
SPLC7,D3,0.207,0.014
SPLC7,D4,0.187,-0.006
SPLC7,D5,0.208,0.015
SPLC7,D6,0.185,-0.008
SPLC7,D7,0.199,0.005
SPLC8,D8,0.197,0.003
SPLC8,D9,0.206,0.012
SPLC8,D10,0.196,0.003
SPLC8,D11,0.211,0.017
SPLC8,D12,0.213,0.02
